SOC,SOH,Operating conditions,DischargingBattery,Temperature(°C),Initial capacity (Ah),EOL capacity(Ah),Current(A),Cut-off voltage(V)
70,93,Constant current discharge,Yes,24.1,1836,927.2,9.7,3.2
68,94,Constant current discharge,Yes,23.5,1870,916.6,9.7,3.2
100,100,Constant current discharge,Yes,25.2,2010,989.7,10.4,3.1
61,97,Constant current discharge,Yes,23.6,1805,912.5,9.9,3.2
59,94,Constant current discharge,Yes,23.6,1833,914.7,10.1,3.2
63,94,Constant current discharge,Yes,23.5,1829,912.5,9.5,3.2
60,94,Constant current discharge,Yes,23.5,1827,912.5,10,3.2
100,99,Constant current discharge,Yes,24.7,2007,991.8,10.1,3.1
63,93,Constant current discharge,Yes,23.9,1846,925.4,9.7,3.2
61,99,Constant current discharge,Yes,24.9,1882,940.9,10.1,3.2
62,92,Constant current discharge,Yes,23.6,1852,912.5,9.8,3.2
84,99,Constant current discharge,Yes,24.8,2010,983.9,10.4,3.2
100,99,Constant current discharge,Yes,24.8,1984,954.7,10.2,3.1
68,100,Constant current discharge,Yes,23.6,1859,970.7,9.7,3.2
90,92,Constant current discharge,Yes,24,1837,914.2,10.1,3.2
99,100,Constant current discharge,Yes,25.3,2010,988,10.4,3.1
93,100,Constant current discharge,Yes,25.2,2010,995.3,10.4,3.1
100,99,Constant current discharge,Yes,25.2,2010,977.2,10.4,3.1
55,94,Constant current discharge,Yes,23.9,1883,912.5,9.7,3.2
99,98,Constant current discharge,Yes,25.2,2010,965.2,10.2,3.2
96,94,Constant current discharge,Yes,23.8,1950,922.6,10.1,3.2
82,98,Constant current discharge,Yes,24.8,1994,963.7,10.1,3.2
96,99,Constant current discharge,Yes,25.1,2010,986.8,10.1,3.2
95,100,Constant current discharge,Yes,25.2,2004,992.7,10.3,3.1
100,100,Constant current discharge,Yes,25.3,2010,1015.3,10.3,3.1
67,92,Constant current discharge,Yes,23.6,1882,912.5,9.9,3.2
100,99,Constant current discharge,Yes,25.2,2010,987.2,10.4,3.1
100,99,Constant current discharge,Yes,24.9,2008,1013.5,10.4,3.1
91,98,Constant current discharge,Yes,24.2,2007,986.3,10.1,3.2
90,98,Constant current discharge,Yes,24.6,2010,950.6,10.4,3.1
75,93,Constant current discharge,Yes,23.9,1869,930.8,9.7,3.2
63,93,Constant current discharge,Yes,23.6,1805,912.5,10,3.2
65,99,Constant current discharge,Yes,24.5,1903,969.7,10.2,3.2
63,92,Constant current discharge,Yes,23.7,1873,912.5,9.5,3.2
71,95,Constant current discharge,Yes,23.6,1881,912.5,10.4,3.2
87,98,Constant current discharge,Yes,23.7,1887,913.2,9.6,3.2
95,99,Constant current discharge,Yes,23.7,1963,990.7,10.4,3.2
100,100,Constant current discharge,Yes,25.2,2010,1025,10.4,3.1
61,94,Constant current discharge,Yes,23.8,1947,912.5,10,3.2
62,94,Constant current discharge,Yes,23.7,1831,912.5,9.6,3.2
62,95,Constant current discharge,Yes,24.3,1804,912.5,9.5,3.2
62,93,Constant current discharge,Yes,23.6,1817,912.5,9.6,3.2
94,98,Constant current discharge,Yes,24.8,2010,984.3,10.4,3.2
100,100,Constant current discharge,Yes,25.2,2010,1010.3,10.4,3.1
66,93,Constant current discharge,Yes,23.5,1817,912.5,9.4,3.2
92,97,Constant current discharge,Yes,24.9,1975,960.6,9.9,3.2
100,98,Constant current discharge,Yes,25,2010,986.5,10.3,3.1
100,100,Constant current discharge,Yes,25.3,2010,997.4,10.4,3.1
75,94,Constant current discharge,Yes,23.7,1863,918.7,9.7,3.2
91,99,Constant current discharge,Yes,24.7,2010,918.2,10.1,3.2
96,99,Constant current discharge,Yes,24.3,2010,987.5,10.2,3.2
94,99,Constant current discharge,Yes,25.1,2010,1000.2,10.3,3.1
98,94,Constant current discharge,Yes,23.6,1983,927.6,9.6,3.2
60,92,Constant current discharge,Yes,23.5,1909,912.5,9.7,3.2
59,93,Constant current discharge,Yes,23.6,1821,920.8,9.6,3.2
90,100,Constant current discharge,Yes,25.2,2010,996.6,9.8,3.2
65,93,Constant current discharge,Yes,23.5,1836,958.6,9.6,3.2
98,99,Constant current discharge,Yes,24.9,2010,1002.9,10.4,3.1
84,99,Constant current discharge,Yes,24.5,1981,993,10.4,3.2
57,92,Constant current discharge,Yes,23.6,1864,916.9,9.7,3.2
91,99,Constant current discharge,Yes,25.2,1955,985,10,3.2
100,98,Constant current discharge,Yes,24.9,2010,977.4,10.4,3.1
94,99,Constant current discharge,Yes,23.8,1974,983.8,10.4,3.1
64,94,Constant current discharge,Yes,23.9,1857,912.5,9.5,3.2
70,92,Constant current discharge,Yes,23.7,1855,912.5,9.7,3.2
74,93,Constant current discharge,Yes,23.5,1796,912.5,9.9,3.2
93,99,Constant current discharge,Yes,25,2010,990.6,10.4,3.1
98,93,Constant current discharge,Yes,24.7,2010,912.5,9.9,3.2
100,100,Constant current discharge,Yes,25.2,2010,1011.3,10.4,3.1
90,98,Constant current discharge,Yes,24.9,1926,972.5,10.1,3.2
65,93,Constant current discharge,Yes,23.6,1830,912.5,9.6,3.2
64,95,Constant current discharge,Yes,23.7,1873,913.3,9.9,3.2
95,100,Constant current discharge,Yes,24.9,2010,999.9,10.1,3.2
90,100,Constant current discharge,Yes,24.8,1983,992.5,10,3.2
84,94,Constant current discharge,Yes,23.7,1837,939.5,9.9,3.2
100,99,Constant current discharge,Yes,24.7,1978,969.9,10.4,3.1
100,98,Constant current discharge,Yes,25.3,1980,1003.3,10.3,3.2
88,100,Constant current discharge,Yes,24.9,2010,974.5,10.1,3.2
84,99,Constant current discharge,Yes,24.7,2010,1011.1,10.4,3.2
87,99,Constant current discharge,Yes,24.8,2010,1013.2,10.2,3.1
96,99,Constant current discharge,Yes,24.6,1955,992.8,10,3.2
66,94,Constant current discharge,Yes,23.5,1888,912.5,9.4,3.2
74,95,Constant current discharge,Yes,24,2010,912.5,9.9,3.2
64,93,Constant current discharge,Yes,23.8,1856,912.5,9.7,3.2
64,92,Constant current discharge,Yes,23.5,1863,915.7,9.7,3.2
60,95,Constant current discharge,Yes,23.7,1827,982.3,10.2,3.2
66,93,Constant current discharge,Yes,23.5,1890,914.3,10.2,3.2
77,98,Constant current discharge,Yes,24.7,1970,912.5,10.1,3.2
100,99,Constant current discharge,Yes,25.3,1977,978.2,10.2,3.1
55,92,Constant current discharge,Yes,23.6,1852,912.5,9.8,3.2
61,93,Constant current discharge,Yes,23.5,1855,930.3,10.2,3.2
94,97,Constant current discharge,Yes,24.8,1939,990.7,10.4,3.2
56,91,Constant current discharge,Yes,23.5,1838,943,9.4,3.2
100,100,Constant current discharge,Yes,25.2,2010,981,10.3,3.1
100,100,Constant current discharge,Yes,25.2,2010,1003.8,10.4,3.1
59,92,Constant current discharge,Yes,23.6,1801,912.5,9.7,3.2
100,97,Constant current discharge,Yes,24.8,1958,999.7,10,3.2
71,93,Constant current discharge,Yes,23.5,1820,924.8,9.8,3.2
73,98,Constant current discharge,Yes,23.9,1794,951.1,10.2,3.2
61,92,Constant current discharge,Yes,23.7,1820,912.5,10,3.2
88,92,Constant current discharge,Yes,23.5,1825,928.2,10.1,3.2
72,93,Constant current discharge,Yes,23.7,1844,912.5,9.5,3.2
55,93,Constant current discharge,Yes,23.5,1835,941.3,9.9,3.2
55,93,Constant current discharge,Yes,24.1,1896,912.5,10.2,3.2
100,100,Constant current discharge,Yes,25.3,2010,1015.9,10.4,3.1
100,98,Constant current discharge,Yes,25,2010,962,10.1,3.2
65,91,Constant current discharge,Yes,24.1,1856,912.5,9.7,3.2
100,100,Constant current discharge,Yes,25.3,1996,991.1,10.2,3.1
61,93,Constant current discharge,Yes,23.9,1839,912.5,9.6,3.2
86,93,Constant current discharge,Yes,23.5,1834,912.5,9.8,3.2
92,99,Constant current discharge,Yes,25.2,2010,924.7,10.2,3.2
65,96,Constant current discharge,Yes,23.9,1994,988.9,10,3.2
100,96,Constant current discharge,Yes,25.1,2010,985.2,10.1,3.2
100,100,Constant current discharge,Yes,25.3,2010,991.3,10.4,3.1
100,100,Constant current discharge,Yes,24.7,2010,985.9,10.3,3.1
74,94,Constant current discharge,Yes,24.1,1838,916.7,9.6,3.2
63,92,Constant current discharge,Yes,23.5,1854,920.9,9.8,3.2
100,99,Constant current discharge,Yes,24.9,2010,984.8,10.1,3.1
83,96,Constant current discharge,Yes,24.8,1869,970.4,9.9,3.1
71,99,Constant current discharge,Yes,24,1891,976.8,10.1,3.2
70,98,Constant current discharge,Yes,23.5,1847,912.5,9.7,3.2
100,100,Constant current discharge,Yes,24.9,2010,981.2,10.4,3.1
76,96,Constant current discharge,Yes,24.9,2010,978.8,10.2,3.2
63,93,Constant current discharge,Yes,23.5,1933,912.5,9.7,3.2
58,94,Constant current discharge,Yes,23.5,1818,912.5,9.8,3.2
57,92,Constant current discharge,Yes,24.2,1880,912.5,9.6,3.2
69,94,Constant current discharge,Yes,23.8,1959,988.5,10.1,3.2
74,98,Constant current discharge,Yes,23.9,1833,912.5,10,3.2
73,91,Constant current discharge,Yes,23.7,1873,912.5,9.6,3.2
67,94,Constant current discharge,Yes,23.6,1896,912.5,9.6,3.2
89,99,Constant current discharge,Yes,25,2005,961.7,10.4,3.1
72,92,Constant current discharge,Yes,23.7,1855,912.5,9.7,3.2
100,100,Constant current discharge,Yes,25,2009,991.1,10.4,3.1
72,94,Constant current discharge,Yes,24,1848,929.6,9.5,3.2
58,94,Constant current discharge,Yes,23.8,1852,916.3,9.7,3.2
100,100,Constant current discharge,Yes,25.1,2010,996.8,10.4,3.1
56,93,Constant current discharge,Yes,23.7,1901,913.9,9.5,3.2
95,93,Constant current discharge,Yes,23.9,1812,919.7,10.2,3.2
62,94,Constant current discharge,Yes,23.7,1831,912.5,10.3,3.2
64,93,Constant current discharge,Yes,24,1820,912.5,9.7,3.2
100,99,Constant current discharge,Yes,25.3,2010,1001.7,10.4,3.1
73,100,Constant current discharge,Yes,24.1,1843,914.6,10.1,3.2
66,93,Constant current discharge,Yes,23.5,1894,912.5,9.7,3.2
68,92,Constant current discharge,Yes,23.8,1838,912.5,9.5,3.2
93,99,Constant current discharge,Yes,25.2,1884,972.7,10.3,3.1
96,100,Constant current discharge,Yes,24.8,2010,985.7,10.4,3.1
92,99,Constant current discharge,Yes,24.9,1931,986.4,10.4,3.2
63,95,Constant current discharge,Yes,23.5,1835,912.5,9.4,3.2
97,98,Constant current discharge,Yes,24.9,2010,986.3,10.3,3.1
97,98,Constant current discharge,Yes,25.3,1866,962.8,10.1,3.2
62,93,Constant current discharge,Yes,23.9,1880,912.5,9.7,3.2
100,100,Constant current discharge,Yes,24.9,2010,985.1,10.3,3.1
64,99,Constant current discharge,Yes,23.6,1973,925.7,9.7,3.2
72,92,Constant current discharge,Yes,24.1,1893,912.5,9.7,3.2
59,93,Constant current discharge,Yes,23.5,1853,923.6,9.6,3.2
96,99,Constant current discharge,Yes,24.9,2010,977,10.4,3.1
89,99,Constant current discharge,Yes,25.3,2010,963.8,10.4,3.2
98,100,Constant current discharge,Yes,25.1,2000,995.2,10.4,3.1
100,100,Constant current discharge,Yes,25.1,1982,995.8,10.2,3.1
98,99,Constant current discharge,Yes,24.9,2010,971.9,10.2,3.1
88,97,Constant current discharge,Yes,24.9,1857,987.4,10,3.2
79,94,Constant current discharge,Yes,23.9,1969,998.7,10,3.1
89,100,Constant current discharge,Yes,24.8,1957,996.6,10.3,3.2
69,93,Constant current discharge,Yes,23.6,1929,912.5,10.3,3.2
81,94,Constant current discharge,Yes,24.7,1962,940.2,10.3,3.2
66,93,Constant current discharge,Yes,23.6,1817,912.5,9.7,3.2
70,93,Constant current discharge,Yes,23.8,2009,951.9,9.9,3.2
64,91,Constant current discharge,Yes,23.9,1862,922.2,9.6,3.2
67,92,Constant current discharge,Yes,23.7,1849,912.5,10,3.2
84,99,Constant current discharge,Yes,24.8,1882,977.3,10.3,3.2
69,93,Constant current discharge,Yes,23.5,1803,912.5,9.6,3.2
100,100,Constant current discharge,Yes,25.3,2008,982.6,10.2,3.1
97,100,Constant current discharge,Yes,25.3,2010,972.1,10.1,3.1
70,93,Constant current discharge,Yes,23.5,1842,930.6,9.7,3.2
79,92,Constant current discharge,Yes,24.1,1959,912.5,10,3.2
59,91,Constant current discharge,Yes,23.6,1876,912.5,9.8,3.2
63,94,Constant current discharge,Yes,23.5,1860,913.9,9.6,3.2
100,100,Constant current discharge,Yes,25.3,2010,993.6,10.4,3.1
56,95,Constant current discharge,Yes,23.9,1884,912.5,9.8,3.2
100,99,Constant current discharge,Yes,24.9,1964,994.9,10.1,3.2
100,99,Constant current discharge,Yes,25,1981,1000.5,10.4,3.1
100,99,Constant current discharge,Yes,24.9,2010,996.1,10.4,3.1
59,93,Constant current discharge,Yes,24,1835,912.5,9.6,3.2
93,99,Constant current discharge,Yes,24.8,1977,997.1,10.2,3.1
71,91,Constant current discharge,Yes,23.7,1884,912.5,9.7,3.2
65,94,Constant current discharge,Yes,23.7,1867,939.3,9.5,3.2
67,94,Constant current discharge,Yes,23.6,1860,913,9.4,3.2
71,92,Constant current discharge,Yes,23.8,1843,918.4,9.7,3.2
100,100,Constant current discharge,Yes,25.2,2010,1021.3,10.3,3.1
95,95,Constant current discharge,Yes,23.9,1973,930.7,10.1,3.2
100,100,Constant current discharge,Yes,24.9,2010,975.8,10.4,3.1
57,93,Constant current discharge,Yes,24,1857,934.8,9.6,3.2
91,99,Constant current discharge,Yes,25.3,2010,991.4,10.3,3.1
67,92,Constant current discharge,Yes,23.5,1820,912.5,9.4,3.2
93,99,Constant current discharge,Yes,23.7,1986,1006.8,10.2,3.1
72,92,Constant current discharge,Yes,24,1821,912.5,9.6,3.2
72,92,Constant current discharge,Yes,23.7,1844,912.5,9.6,3.2
68,99,Constant current discharge,Yes,23.6,1818,921.6,10.2,3.2
100,99,Constant current discharge,Yes,24.7,2010,985.1,10.2,3.2
65,93,Constant current discharge,Yes,24.6,2010,992.2,10.2,3.2
71,91,Constant current discharge,Yes,23.5,1790,916,9.6,3.2
69,92,Constant current discharge,Yes,24.3,1855,942,9.7,3.2
100,99,Constant current discharge,Yes,24.8,2010,973.1,10.4,3.1
64,93,Constant current discharge,Yes,23.7,1986,912.5,9.5,3.2
96,98,Constant current discharge,Yes,24.5,2010,997.1,10.1,3.1
70,94,Constant current discharge,Yes,23.7,1835,912.5,9.8,3.2
55,93,Constant current discharge,Yes,23.7,1836,912.5,9.9,3.2
62,93,Constant current discharge,Yes,24.1,1855,912.5,9.7,3.2
100,99,Constant current discharge,Yes,24.8,2010,1009.4,10.4,3.1
100,98,Constant current discharge,Yes,25.2,1991,987.6,10.3,3.1
69,95,Constant current discharge,Yes,23.9,1868,935.3,9.8,3.2
92,100,Constant current discharge,Yes,24.9,2003,986.1,10.3,3.2
55,94,Constant current discharge,Yes,23.5,1863,924.6,9.4,3.2
87,99,Constant current discharge,Yes,24.9,2010,998.1,10.3,3.1
62,92,Constant current discharge,Yes,23.6,1809,912.5,9.7,3.2
89,99,Constant current discharge,Yes,24.8,2010,995.4,10.2,3.2
92,99,Constant current discharge,Yes,24.7,1950,1009.1,10.3,3.1
100,100,Constant current discharge,Yes,24.9,2010,1005.1,10.4,3.1
91,100,Constant current discharge,Yes,24.7,1992,988.8,10.4,3.2
88,99,Constant current discharge,Yes,23.8,1812,929.6,10.4,3.2
93,98,Constant current discharge,Yes,23.7,1999,926.8,9.9,3.2
64,93,Constant current discharge,Yes,23.9,1834,919.6,9.6,3.2
71,93,Constant current discharge,Yes,23.7,1840,912.5,9.4,3.2
61,92,Constant current discharge,Yes,23.5,1790,918,9.4,3.2
63,99,Constant current discharge,Yes,24.4,1794,965.1,10.3,3.2
92,96,Constant current discharge,Yes,23.5,1803,912.5,9.5,3.2
96,98,Constant current discharge,Yes,25.3,2002,1017.9,10.4,3.1
84,99,Constant current discharge,Yes,24.8,1957,985,9.9,3.2
63,93,Constant current discharge,Yes,23.7,1879,928,9.5,3.2
59,93,Constant current discharge,Yes,23.5,1847,922.2,9.4,3.2
61,93,Constant current discharge,Yes,23.6,1887,929.3,9.5,3.2
64,92,Constant current discharge,Yes,23.5,1854,916.8,9.7,3.2
66,93,Constant current discharge,Yes,23.5,1889,914.2,9.5,3.2
97,100,Constant current discharge,Yes,25.3,2010,1011.1,10.3,3.1
69,98,Constant current discharge,Yes,24.2,2010,978.5,10.4,3.1
73,93,Constant current discharge,Yes,23.5,1899,912.5,9.6,3.2
89,98,Constant current discharge,Yes,24.7,1981,999.7,10.1,3.1
100,100,Constant current discharge,Yes,25.3,2010,988.8,10.4,3.1
99,100,Constant current discharge,Yes,25.1,1974,987.7,10.4,3.1
63,93,Constant current discharge,Yes,23.5,1814,943.2,9.8,3.2
66,92,Constant current discharge,Yes,23.6,1834,913.5,9.8,3.2
86,98,Constant current discharge,Yes,23.7,1992,963,9.7,3.2
66,97,Constant current discharge,Yes,24.2,1850,984.6,9.6,3.2
67,93,Constant current discharge,Yes,23.5,1863,912.5,9.6,3.2
100,97,Constant current discharge,Yes,24.4,1999,967.2,10.4,3.2
97,96,Constant current discharge,Yes,25,1956,978.4,10,3.2
63,93,Constant current discharge,Yes,23.6,1853,912.5,9.8,3.2
77,93,Constant current discharge,Yes,23.5,1775,921.7,9.7,3.2
92,95,Constant current discharge,Yes,23.8,1989,985.8,10.4,3.2
95,93,Constant current discharge,Yes,24.8,1948,972.5,10.4,3.2
77,94,Constant current discharge,Yes,24.4,1980,952,10.1,3.2
85,97,Constant current discharge,Yes,23.7,1918,930.1,9.7,3.2
57,97,Constant current discharge,Yes,23.5,1897,912.5,10,3.2
67,92,Constant current discharge,Yes,23.9,1858,912.5,9.8,3.2
90,98,Constant current discharge,Yes,24.8,2008,973.1,9.8,3.1
66,93,Constant current discharge,Yes,23.8,1853,923.3,10.1,3.2
91,99,Constant current discharge,Yes,24.9,2006,959.8,10.4,3.2
93,93,Constant current discharge,Yes,24.5,2002,912.5,10.2,3.2
62,92,Constant current discharge,Yes,23.5,1853,917.9,9.8,3.2
60,94,Constant current discharge,Yes,23.8,1901,912.5,9.7,3.2
72,94,Constant current discharge,Yes,23.6,1952,912.5,9.6,3.2
59,93,Constant current discharge,Yes,23.6,1824,921.5,9.8,3.2
90,98,Constant current discharge,Yes,24.8,2010,977.1,10.1,3.1
95,94,Constant current discharge,Yes,25,1983,1007.5,10.1,3.2
66,94,Constant current discharge,Yes,23.9,1831,939.4,10,3.2
72,93,Constant current discharge,Yes,23.8,1831,912.5,9.5,3.2
66,92,Constant current discharge,Yes,23.8,1820,912.5,10.3,3.2
63,93,Constant current discharge,Yes,23.5,1879,923.4,9.8,3.2
60,93,Constant current discharge,Yes,23.5,1808,912.5,9.5,3.2
98,99,Constant current discharge,Yes,25.2,2010,974.6,10.4,3.1
92,99,Constant current discharge,Yes,24.6,1960,975.7,10,3.1
82,99,Constant current discharge,Yes,23.5,1978,912.5,9.6,3.2
99,98,Constant current discharge,Yes,24.2,2003,978.5,10.4,3.2
93,98,Constant current discharge,Yes,24.8,1968,956.4,10.2,3.2
100,96,Constant current discharge,Yes,25,2010,999.5,10.3,3.1
94,100,Constant current discharge,Yes,25.2,2008,975,10.4,3.2
66,93,Constant current discharge,Yes,24.9,1842,929,9.7,3.2
59,97,Constant current discharge,Yes,24.7,1880,986.4,9.7,3.2
100,100,Constant current discharge,Yes,25.2,2010,989.1,10.4,3.1
86,94,Constant current discharge,Yes,24.9,2005,985.5,10,3.2
68,93,Constant current discharge,Yes,23.6,1852,914.2,9.9,3.2
67,93,Constant current discharge,Yes,23.7,1820,912.5,9.6,3.2
62,93,Constant current discharge,Yes,23.5,1859,912.5,9.4,3.2
91,99,Constant current discharge,Yes,24.8,1979,963.5,10,3.1
62,93,Constant current discharge,Yes,23.5,1808,912.5,9.5,3.2
100,100,Constant current discharge,Yes,25.3,2010,1023.8,10.4,3.1
91,98,Constant current discharge,Yes,25.3,2010,976.6,10.4,3.1
68,94,Constant current discharge,Yes,23.5,1850,912.5,9.6,3.2
100,100,Constant current discharge,Yes,24.8,2010,990.7,10.4,3.1
97,99,Constant current discharge,Yes,24.6,2000,923,10.3,3.2
94,98,Constant current discharge,Yes,25.2,2010,979,10.2,3.1
73,94,Constant current discharge,Yes,23.8,1843,915.6,10.1,3.2
67,94,Constant current discharge,Yes,24.1,1898,912.5,10.2,3.2
60,94,Constant current discharge,Yes,23.8,1888,912.5,9.6,3.2
65,94,Constant current discharge,Yes,23.7,1852,912.5,9.7,3.2
100,99,Constant current discharge,Yes,24.9,2010,970.1,10.4,3.1
91,100,Constant current discharge,Yes,25.1,2010,997.8,10.1,3.1
90,100,Constant current discharge,Yes,25,2010,976.7,10.3,3.1
56,94,Constant current discharge,Yes,23.5,1873,912.5,9.5,3.2
91,100,Constant current discharge,Yes,24.3,2010,1006.4,10.4,3.1
66,93,Constant current discharge,Yes,23.5,1866,929.6,10.1,3.2
93,99,Constant current discharge,Yes,24.6,1974,920.2,9.9,3.1
93,99,Constant current discharge,Yes,24.8,2010,1001.6,10.3,3.1
59,93,Constant current discharge,Yes,23.7,1815,912.5,9.5,3.2
73,94,Constant current discharge,Yes,23.6,1876,912.5,9.7,3.2
100,100,Constant current discharge,Yes,25,2010,977.5,10.2,3.1
92,99,Constant current discharge,Yes,23.8,1950,1001.2,9.7,3.2
73,99,Constant current discharge,Yes,23.6,1984,985.6,9.7,3.2
60,94,Constant current discharge,Yes,23.6,1864,913.7,9.6,3.2
95,97,Constant current discharge,Yes,25,1980,912.6,10,3.2
59,91,Constant current discharge,Yes,23.6,1854,912.5,9.6,3.2
64,92,Constant current discharge,Yes,23.6,1835,923.6,10.1,3.2
68,92,Constant current discharge,Yes,23.5,1833,912.5,9.6,3.2
79,99,Constant current discharge,Yes,24.8,1966,994.6,10.4,3.1
55,92,Constant current discharge,Yes,23.5,1862,912.5,9.6,3.2
60,92,Constant current discharge,Yes,23.5,1835,953.7,9.6,3.2
68,91,Constant current discharge,Yes,24.1,1843,912.5,9.6,3.2
64,94,Constant current discharge,Yes,23.6,1807,916.9,10.1,3.2
59,93,Constant current discharge,Yes,23.7,1848,912.5,9.8,3.2
100,98,Constant current discharge,Yes,25.1,2006,1005.1,10.4,3.2
55,94,Constant current discharge,Yes,23.5,1847,912.5,9.8,3.2
55,92,Constant current discharge,Yes,23.5,1857,912.5,9.7,3.2
100,100,Constant current discharge,Yes,24.6,2010,992.6,10.3,3.1
75,92,Constant current discharge,Yes,23.5,1797,912.5,9.8,3.2
68,95,Constant current discharge,Yes,23.6,1889,912.5,9.6,3.2
100,100,Constant current discharge,Yes,25.3,2010,982.5,10.4,3.1
80,93,Constant current discharge,Yes,23.6,1887,951.7,9.5,3.2
66,93,Constant current discharge,Yes,23.7,1881,912.5,9.8,3.2
60,94,Constant current discharge,Yes,23.6,1864,916.5,9.6,3.2
100,100,Constant current discharge,Yes,25,2010,1018.8,10.4,3.1
98,99,Constant current discharge,Yes,24.8,2008,977,10.4,3.1
70,93,Constant current discharge,Yes,23.6,1873,938.8,9.6,3.2
82,99,Constant current discharge,Yes,24.8,1999,999.2,9.9,3.2
70,93,Constant current discharge,Yes,23.5,1893,919.9,9.6,3.2
61,96,Constant current discharge,Yes,23.8,1898,933.2,10,3.2
100,100,Constant current discharge,Yes,25,2010,1016.6,10.4,3.1
100,99,Constant current discharge,Yes,25.1,2010,985.8,10.4,3.1
72,99,Constant current discharge,Yes,24.4,1982,946.3,10.1,3.2
63,93,Constant current discharge,Yes,23.9,1860,971.1,9.8,3.2
72,94,Constant current discharge,Yes,23.6,1922,925.3,9.9,3.2
100,98,Constant current discharge,Yes,25,1969,987.3,10.3,3.2
85,99,Constant current discharge,Yes,24.8,2009,917.4,10.4,3.2
100,98,Constant current discharge,Yes,25.3,2010,982.3,10.2,3.1
91,98,Constant current discharge,Yes,24.9,1989,969.1,10.1,3.2
67,93,Constant current discharge,Yes,23.5,1863,912.5,9.7,3.2
73,93,Constant current discharge,Yes,23.8,1832,912.5,9.5,3.2
92,97,Constant current discharge,Yes,25,1983,930.5,10.2,3.2
55,93,Constant current discharge,Yes,23.5,1851,912.5,9.7,3.2
92,98,Constant current discharge,Yes,23.9,2006,956.2,9.9,3.1
66,93,Constant current discharge,Yes,23.5,1858,925.1,9.9,3.2
93,98,Constant current discharge,Yes,24.1,2006,981.3,10.3,3.2
73,93,Constant current discharge,Yes,23.8,1841,912.5,9.6,3.2
71,93,Constant current discharge,Yes,23.9,1819,941.9,10,3.2
74,91,Constant current discharge,Yes,23.8,1806,912.5,9.9,3.2
100,99,Constant current discharge,Yes,25,2010,992.7,10.4,3.1
71,92,Constant current discharge,Yes,23.7,1896,912.5,9.8,3.2
84,97,Constant current discharge,Yes,23.7,1854,912.5,9.5,3.2
89,98,Constant current discharge,Yes,24.7,2005,977.6,10,3.2
68,98,Constant current discharge,Yes,23.9,1967,971.6,9.6,3.2
100,100,Constant current discharge,Yes,25.1,2010,1000.5,10.3,3.1
62,92,Constant current discharge,Yes,23.5,1897,912.5,9.6,3.2
68,93,Constant current discharge,Yes,23.7,1836,912.5,9.7,3.2
73,94,Constant current discharge,Yes,23.7,1856,915.3,9.9,3.2
65,96,Constant current discharge,Yes,23.5,1845,925.2,9.9,3.2
93,100,Constant current discharge,Yes,24.9,2010,1003.8,10.4,3.1
97,99,Constant current discharge,Yes,25,1994,969.5,10.4,3.1
94,100,Constant current discharge,Yes,25,2010,987.9,10.4,3.1
60,94,Constant current discharge,Yes,23.9,1866,912.5,9.9,3.2
95,99,Constant current discharge,Yes,24.9,2010,1004.3,10.4,3.1
65,94,Constant current discharge,Yes,23.5,1838,912.5,9.6,3.2
65,94,Constant current discharge,Yes,23.6,1886,912.5,9.8,3.2
60,92,Constant current discharge,Yes,23.7,1880,912.5,9.6,3.2
73,93,Constant current discharge,Yes,23.5,1850,943.5,9.5,3.2
60,94,Constant current discharge,Yes,23.5,1833,912.5,9.6,3.2
100,99,Constant current discharge,Yes,24.9,1990,980.5,10.2,3.1
62,94,Constant current discharge,Yes,23.5,1844,922.5,9.7,3.2
93,98,Constant current discharge,Yes,24.8,1987,961.9,10.4,3.2
92,100,Constant current discharge,Yes,25.3,2010,977.8,10.2,3.1
61,94,Constant current discharge,Yes,23.6,1831,912.5,9.6,3.2
66,93,Constant current discharge,Yes,23.7,1809,912.5,9.6,3.2
58,100,Constant current discharge,Yes,23.5,1831,944.5,9.9,3.2
67,99,Constant current discharge,Yes,23.8,1972,933.1,9.7,3.2
91,99,Constant current discharge,Yes,25.3,1984,987.7,10.4,3.1
96,99,Constant current discharge,Yes,25.1,2010,977.5,10.3,3.1
100,100,Constant current discharge,Yes,25.1,2010,974.1,10.4,3.1
75,92,Constant current discharge,Yes,23.6,1859,915.6,9.7,3.2
100,100,Constant current discharge,Yes,25.1,2010,989.3,10.4,3.1
87,99,Constant current discharge,Yes,25.1,1981,964.3,10,3.1
91,99,Constant current discharge,Yes,24.8,2010,982.8,10.4,3.1
89,100,Constant current discharge,Yes,24.9,1960,987.8,10.3,3.1
100,100,Constant current discharge,Yes,24.8,2010,971.3,10.2,3.1
78,93,Constant current discharge,Yes,23.5,1865,912.5,9.8,3.2
55,92,Constant current discharge,Yes,24,1821,949.6,9.4,3.2
94,93,Constant current discharge,Yes,24,1870,926.8,10,3.2
61,93,Constant current discharge,Yes,23.5,1883,920,9.6,3.2
77,93,Constant current discharge,Yes,24,1972,964.4,10.2,3.2
89,100,Constant current discharge,Yes,24.8,2001,976.3,10.2,3.2
63,93,Constant current discharge,Yes,24.1,1874,981.6,10.3,3.1
72,92,Constant current discharge,Yes,23.6,1858,912.5,9.8,3.2
74,91,Constant current discharge,Yes,23.5,2010,916.1,9.8,3.2
70,93,Constant current discharge,Yes,24,1883,938.2,10,3.2
